Subembayment,Facility,Year,Quart,Date,Flow  (MGD),Peak Flow (MGD),TN (mg/L),TDN (mg/L),TKN (mg/L),SKN (mg/L),NO3 (mg/L),NO2 (mg/L),Total NH3 (mg/L),Urea* (mg/L),TP (mg/L),TDP (mg/L),DRP** (mg/L),TSS (mg/L),TRP (mg/L)
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q3 2013,7/17/2013,1.901,3.79,32.59,30.59,16,14,16,0.59,11,,5.8,5.1,4.6,14,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q3 2013,8/20/2013,2.02,3.95,20.7,18.6,7.3,5.2,13,0.4,3.3,,11,12,4.3,22,Nitrite result analyzed past hold time was 0.1 mg/L. Estmated value entered instead.
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q3 2013,9/12/2013,1.94,4.25,24.62,22.42,8.2,6,16,0.42,3.6,,5.8,4.9,4.6,32,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q4 2013,10/2/2013,1.93,4.32,33.52,34.52,16,17,17,0.52,9.6,,6.1,5.4,4.8,26,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q4 2013,11/5/2013,1.94,4.25,31.78,29.78,14,12,17,0.78,11,,6.2,5.5,4.9,31,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q4 2013,12/17/2013,1.96,4.01,28.47,27.77,9.7,9,18,0.77,7.1,,6,5.3,5.2,17,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q1 2014,1/9/2014,1.985,5.41,30.86,28.16,11,8.3,19,0.86,8.4,,6,5.3,4.8,33,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q1 2014,2/6/2014,3.49,12.07,32.9,33.4,9.1,9.6,23,0.8,6.7,,5.6,5,4.4,25,Normal Composite sample
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q1 2014,2/6/2014,3.49,12.07,22.82,23.02,6.7,6.9,16,0.12,4.1,,4.1,3.5,3.1,26,grab sample durring moderate rain
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q1 2014,2/9/2014,18.79,23.2,9.5,7.2,4.5,2.2,4.9,0.1,0.66,,1,0.52,0.47,53,compostie sample for extreme rain event of blended sample. Temperature not taken at the time of sampling.
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q1 2014,3/4/2014,4.46,14.4,20.54,17.54,5,2,15,0.54,2.3,,2.8,2.5,2.2,20,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q2 2014,4/16/2014,2.05,4.4,23.74,22.74,4.3,3.3,19,0.44,1.8,,4.9,4.3,4.3,10,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q2 2014,5/1/2014,1.982,4.2,23.95,23.35,5.5,4.9,18,0.45,3.9,,5.6,5.2,4.9,18,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q2 2014,6/3/2014,1.811,10.11,26.56,25.26,8,6.7,18,0.56,4.7,,6.3,5.8,5.5,17,
Central Bay,Sewerage Agency of Southern Marin,Y 2,Q2 2014,6/4/2014,1.853,5.77,22.8,21.7,7.2,6.1,14,1.6,4.3,,6.1,5.8,5.4,14,At the end of pipe after declorination. Approximate 5.5 mile outfall. Time off set to capture approximately the same sample as the 6/3/2014 sample from treatment plant site. Temperature not measured at end of pipe.
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q3 2014,7/8/2014,1.94,,26,,8.6,,18,,4.9,,6.3,,4.5,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q3 2014,8/5/2014,1.75,,23,,6.2,,17,,3.8,,6.1,,5.5,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q3 2014,9/10/2014,1.93,,30,,9.7,,20,,5.9,,6.1,,6,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q4 2014,10/9/2014,1.957,,26,,11,,15,,4.9,,5.6,,4.7,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q4 2014,11/4/2014,1.829,,26,,9.7,,16,,4.8,,5.5,,5,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q4 2014,12/10/2014,3.26,,21,,6,,15,,2.3,,3.3,,2.7,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q1 2015,1/6/2015,2.2,,36,,15,,21,,10,,4.8,,4.1,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q1 2015,2/17/2015,2.04,,26,,11,,15,,5.1,,5.2,,4.1,,
Central Bay,Sewerage Agency of Southern Marin,Y 3,Q1 2015,3/17/2015,1.97,,30,,11,,19,,7.3,,6,,5,,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q3 2012,7/17/2012,1.32,2.39,32.4,31.4,13,12,18,1.4,11,,4.2,4.1,4,15,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q3 2012,8/7/2012,1.22,3.33,30.4,29.4,12,11,17,1.4,10,,6.1,6,5,11,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q3 2012,9/5/2012,1.22,2.25,14.8,13.8,12,11,1.2,1.6,11,,5.4,5,4.7,20,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q4 2012,10/12/2012,1.4,2.39,32.7,30.7,18,16,13,1.7,15,,5.3,4.7,4.7,6,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q4 2012,11/9/2012,1.63,4.07,29.28,28.38,9.4,8.5,19,0.88,8,,4.5,4.2,4.1,20,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q4 2012,12/3/2012,5.18,10.4,12.078,9.478,5.6,3,6.4,0.078,1.7,,1.5,1.1,1.1,58,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q4 2012,12/31/2012,1.85,3.21,16.76,16.96,5.5,5.7,11,0.26,4.6,,2.1,1.6,1.4,13,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q1 2013,1/14/2013,2.82,1.32,15.02,14.02,13,12,1.6,0.42,11,,3.1,3,3.1,38,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q1 2013,3/22/2013,1.31,2.85,29.71,26.91,12,9.2,17,0.71,10,,4.3,3.8,3.3,15,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q1 2013,3/31/2013,1.61,2.81,27.89,25.49,10,7.6,17,0.89,8.3,,4.9,4.4,4,23,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q2 2013,4/9/2013,1.362,2.25,26.57,24.97,9.6,8,16,0.97,7.2,,4,3.6,3.4,18,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q2 2013,5/7/2013,1.265,2.32,32.6,32.6,16,16,15,1.6,14,,4.8,4.3,4.1,26,
Central Bay,Sausalito - Marin City Sanitary District,Y 1,Q2 2013,6/4/2013,1.211,3.72,44.5,33.5,27,16,15,2.5,14,,5.4,4.7,4.8,24,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q3 2013,7/30/2013,1.23,3.22,27.8,27.5,8.2,7.9,18,1.6,7,,5.2,4.4,4.5,19,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q3 2013,8/13/2013,1.19,2.86,36.9,32.9,18,14,17,1.9,12,,6.1,5.5,5.2,11,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q3 2013,9/9/2013,1.206,3.95,28.3,27.4,10,9.1,16,2.3,6.3,,5.4,5,4.6,31,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q4 2013,10/7/2013,1.36,2.19,31.1,28.8,12,9.7,17,2.1,7.1,,5.1,4.4,4.2,22,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q4 2013,11/4/2013,1.25,2.48,27.4,25.3,11,8.9,15,1.4,7.5,,4.7,0.01,3.7,47,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q4 2013,12/9/2013,1.03,2.51,26.4,25.4,11,10,14,1.4,9.4,,4.4,3.9,3.4,24,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q1 2014,1/28/2014,1.12,1.22,37.4,36.4,20,19,16,1.4,14,,5.1,4.5,4,25,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q1 2014,2/3/2014,1.09,1.98,34.3,30.3,17,13,16,1.3,12,,4.7,4.1,3.8,21,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q1 2014,2/28/2014,2.54,4.85,17.4,15.8,4.9,3.3,12,0.45,2.2,,2.3,1.7,1.6,29,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q1 2014,3/3/2014,1.79,2.48,17,15.5,3.7,2.2,13,0.32,1.1,,2.2,1.6,1.7,22,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q2 2014,4/7/2014,1.28,2.55,23.9,21.7,12,9.8,11,0.87,7.9,,0.01,0.01,2.6,12,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q2 2014,5/2/2014,1.08,2.3,38.4,37.4,23,22,14,1.4,21,,5.1,4.8,4.3,18,
Central Bay,Sausalito - Marin City Sanitary District,Y 2,Q2 2014,6/2/2014,1.03,2.1,35.7,34.7,15,14,19,1.7,13,,5,4.5,4.1,24,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q3 2014,7/2/2014,0.96,,30.3,,11,,18,,9.7,,4.9,,4.4,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q3 2014,8/4/2014,1.03,,35.3,,16,,18,,14,,5.3,,4.3,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q3 2014,9/3/2014,1.08,,39,,19,,20,,16,,5,,4.4,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q4 2014,10/2/2014,0.99,,34.7,,13,,21.7,,8.7,,4.9,,4.5,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q4 2014,11/5/2014,1,,35.31,,14,,21.31,,8.63,,4.9,,4.3,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q4 2014,12/17/2014,3.38,,10.48,,3.5,,6.98,,0.76,,0.62,,0.46,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q1 2015,1/13/2015,1.11,,33.077,,20,,13.077,,16,,4.4,,3.8,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q1 2015,2/17/2015,1.15,,30.17,,18,,12.17,,13,,2.8,,2.5,,
Central Bay,Sausalito - Marin City Sanitary District,Y 3,Q1 2015,3/2/2015,1.02,,34,,23,,11,,18,,4.8,,3.6,,
South Bay,San Francisco International Airport - MLTP,Y 1,Q3 2012,7/9/2012,1,1.5,64.27,59.17,57.9,52.8,4.8,1.57,36.6,,6.99,7.44,0.71,11.2,
South Bay,San Francisco International Airport - MLTP,Y 1,Q3 2012,8/6/2012,1.1,1.4,54.89,53.89,51.1,50.1,3,0.79,39.5,,3.99,3.65,4.7,12,
South Bay,San Francisco International Airport - MLTP,Y 1,Q3 2012,9/11/2012,1,1,58.06,54.06,55,51,2.9,0.16,47.2,,1.5,0.86,1.04,8,
South Bay,San Francisco International Airport - MLTP,Y 1,Q4 2012,10/11/2012,0.9,1.2,57.89,57.39,52.8,52.3,3.9,1.19,29.1,,0.59,0.1,1.68,20,
South Bay,San Francisco International Airport - MLTP,Y 1,Q4 2012,11/6/2012,1.1,1.7,43.9,39.9,37,33,4.9,2,37,,2.1,0.9,1.04,12.8,
South Bay,San Francisco International Airport - MLTP,Y 1,Q4 2012,12/4/2012,1.4,1.4,42.49,40.49,36,34,4,2.49,36.8,,2.3,1.6,0.668,16,
South Bay,San Francisco International Airport - MLTP,Y 1,Q1 2013,1/2/2013,1.2,1.5,59.49,56.49,55,52,3.4,1.09,44.6,,8.3,2,7.56,6,
South Bay,San Francisco International Airport - MLTP,Y 1,Q1 2013,2/5/2013,1.1,1.3,48.88,45.88,42,39,4.2,2.68,55.3,,3.1,2.5,5.13,6.6,
South Bay,San Francisco International Airport - MLTP,Y 1,Q1 2013,3/6/2013,1.2,1.5,54.46,52.46,50,48,3.5,0.96,96,,1.8,0.97,1.02,9.5,
South Bay,San Francisco International Airport - MLTP,Y 1,Q2 2013,4/2/2013,1.24,1.35,49.74,48.74,46,45,2.7,1.04,50,,0.68,0.73,0.78,8,
South Bay,San Francisco International Airport - MLTP,Y 1,Q2 2013,5/6/2013,1.17,1.4,64.81,61.81,58,55,5.1,1.71,56.1,,8.5,5.8,6.07,10.2,
South Bay,San Francisco International Airport - MLTP,Y 1,Q2 2013,6/4/2013,0.95,1.36,82.51,83.51,76,77,4.7,1.81,84.2,,2.6,1.7,2.26,11.6,
South Bay,San Francisco International Airport - MLTP,Y 2,Q3 2013,7/1/2013,0.87,1.39,60.69,61.69,54,55,5.3,1.39,69.3,,7.9,7.1,9.13,24,
South Bay,San Francisco International Airport - MLTP,Y 2,Q3 2013,8/6/2013,1.24,1.42,60.32,62.32,56,58,4.2,0.12,55.7,,8.3,8.6,10.7,16.5,
South Bay,San Francisco International Airport - MLTP,Y 2,Q3 2013,9/3/2013,1.13,1.25,35.66,34.66,31,30,3.9,0.76,30.2,,3.1,2.5,3.58,14.5,
South Bay,San Francisco International Airport - MLTP,Y 2,Q4 2013,10/1/2013,1,1.14,54.2,53.2,52,51,1.8,0.4,47.6,,1.7,0.97,1.35,27.5,
South Bay,San Francisco International Airport - MLTP,Y 2,Q4 2013,11/5/2013,1.12,1.39,49.05,50.05,46,47,2.6,0.45,47.7,,2.8,1.9,1.95,31,
South Bay,San Francisco International Airport - MLTP,Y 2,Q4 2013,12/3/2013,0.96,1.15,53.93,57.93,50,54,3.6,0.33,55,,2.6,2.1,1.52,16.5,
South Bay,San Francisco International Airport - MLTP,Y 2,Q1 2014,1/7/2014,1.17,1.35,68.94,58.94,68,58,0.9,0.04,62.5,,9.2,10,8.02,90.7,
South Bay,San Francisco International Airport - MLTP,Y 2,Q1 2014,2/4/2014,1.34,1.51,46.9,46.9,44,44,2.6,0.3,47,,1,0.66,0.81,50.7,
South Bay,San Francisco International Airport - MLTP,Y 2,Q1 2014,3/4/2014,1.22,1.47,39.12,43.12,37,41,1.9,0.22,33.9,,1,0.83,1.16,44.3,
South Bay,San Francisco International Airport - MLTP,Y 2,Q2 2014,4/1/2014,1.57,2.03,54.01,57.01,52,55,2,0.01,56.9,,6.4,4.9,4.5,16.3,
South Bay,San Francisco International Airport - MLTP,Y 2,Q2 2014,5/6/2014,1.26,1.53,44.26,45.26,41,42,2.9,0.36,46.2,,1.9,1.3,1.49,12,
South Bay,San Francisco International Airport - MLTP,Y 2,Q2 2014,6/3/2014,1.04,1.32,41.59,43.59,36,38,5.1,0.49,62,,1.2,0.76,1.21,12.5,
South Bay,San Francisco International Airport - MLTP,Y 3,Q3 2014,7/1/2014,1.28,,67.33,,59,,8.33,,72.8,,1.6,,2.01,,
South Bay,San Francisco International Airport - MLTP,Y 3,Q3 2014,8/6/2014,0.92,,54.47,,51,,3.47,,74.7,,2,,1.63,,
South Bay,San Francisco International Airport - MLTP,Y 3,Q4 2014,12/2/2014,1.81,,33.09,,29,,4.09,,23.6,,4,,0.96,,
South Bay,San Francisco International Airport - MLTP,Y 3,Q1 2015,1/6/2015,1.04,,42.56,,37,,5.56,,35.8,,2.9,,1.35,,
South Bay,San Francisco International Airport - MLTP,Y 3,Q1 2015,2/3/2015,1.02,,31.12,,28,,3.12,,42,,0.6,,0.38,,
South Bay,San Francisco International Airport - MLTP,Y 3,Q1 2015,3/17/2015,1.02,,30.79,,28,,2.79,,30,,3.4,,2.95,,
San Pablo Bay,Shell Martinez Refinery,Y 1,Q3 2012,7/6/2012,6.78,7.15,8.16,8.36,1.8,2,6.1,0.26,0.51,,0.15,0.18,0.015,3.2,0.031
San Pablo Bay,Shell Martinez Refinery,Y 1,Q3 2012,8/9/2012,6.29,,6.036,5.636,5.2,4.8,0.77,0.066,3.1,,0.13,0.11,,3.1,
San Pablo Bay,Shell Martinez Refinery,Y 1,Q3 2012,8/17/2012,,7.22,,,,,,,,,,,0.006,,0.008
San Pablo Bay,Shell Martinez Refinery,Y 1,Q3 2012,9/12/2012,5.23,3.65,4.872,4.672,3,2.8,1.8,0.072,2,,0.082,0.053,0.006,2.9,0.01
San Pablo Bay,Shell Martinez Refinery,Y 1,Q4 2012,10/12/2012,3.25,,6.64,6.54,6.5,6.4,0.083,0.057,5.4,,0.22,0.085,,10.5,
San Pablo Bay,Shell Martinez Refinery,Y 1,Q4 2012,10/13/2012,,4.5,,,,,,,,,,,0.021,,0.075
San Pablo Bay,Shell Martinez Refinery,Y 1,Q4 2012,11/16/2012,7.2,6.92,8.65,8.15,3.4,2.9,4.8,0.45,1.5,,0.16,0.072,0.006,14,0.14
San Pablo Bay,Shell Martinez Refinery,Y 1,Q4 2012,12/5/2012,8.91,8.48,5.47,4.47,3.9,2.9,1.2,0.37,2.1,,0.28,0.1,0.015,15.1,0.11
San Pablo Bay,Shell Martinez Refinery,Y 1,Q4 2012,12/7/2012,5.5,,,,,,,,,,,,,15.1,
San Pablo Bay,Shell Martinez Refinery,Y 1,Q4 2012,12/14/2012,7.26,5.32,6,5.7,3.8,3.5,1.7,0.5,2.7,,0.17,0.041,0.02,15.1,0.028
San Pablo Bay,Shell Martinez Refinery,Y 1,Q1 2013,1/3/2013,6.07,5.54,7.13,6.93,2.5,2.3,4.1,0.53,1.3,,0.12,0.022,0.008,9.8,0.08
San Pablo Bay,Shell Martinez Refinery,Y 1,Q1 2013,2/12/2013,7.2,6.67,8.19,7.69,3.2,2.7,4.6,0.39,1.9,,0.054,0.044,0.0099,3.6,0.011
San Pablo Bay,Shell Martinez Refinery,Y 1,Q1 2013,2/20/2013,6.29,,6.24,6.74,2.7,3.2,3.2,0.34,1.9,,0.06,0.033,,6.2,
San Pablo Bay,Shell Martinez Refinery,Y 1,Q1 2013,3/7/2013,6.96,6.65,6.48,6.18,3.8,3.5,2.2,0.48,2.7,,0.18,0.093,0.054,9.4,0.016
San Pablo Bay,Shell Martinez Refinery,Y 1,Q2 2013,4/4/2013,5.12,6.53,8.28,9.28,5.3,6.3,2.3,0.68,5,,0.18,0.081,0.011,5.4,0.055
San Pablo Bay,Shell Martinez Refinery,Y 1,Q2 2013,5/11/2013,6.22,,,,,,,,,,,,,2.5,
San Pablo Bay,Shell Martinez Refinery,Y 1,Q2 2013,5/17/2013,6.7,5.8,11.15,6.77,5.3,0.92,5,0.85,3.9,,0.007,0.066,0.036,2.5,0.059
San Pablo Bay,Shell Martinez Refinery,Y 1,Q2 2013,6/4/2013,5.38,6.51,11.74,10.04,8.2,6.5,3.3,0.24,5.2,,0.18,0.1,0.046,11.9,4.6
San Pablo Bay,Shell Martinez Refinery,Y 2,Q3 2013,7/3/2013,5.86,6.76,11.836,9.236,7.2,4.6,4.6,0.036,3,,0.14,0.13,0.02,3,0.049
San Pablo Bay,Shell Martinez Refinery,Y 2,Q3 2013,8/8/2013,6.72,6.65,8.191,7.591,6.4,5.8,1.7,0.091,4.3,,0.12,0.062,0.0065,2,0.016
San Pablo Bay,Shell Martinez Refinery,Y 2,Q3 2013,9/19/2013,6.12,5.9,5.44,5.44,3.3,3.3,2,0.14,1.7,,0.06,0.038,0.006,2,0.006
San Pablo Bay,Shell Martinez Refinery,Y 2,Q4 2013,10/9/2013,5.31,3.64,9.55,9.25,7.2,6.9,2.1,0.25,4.8,,0.068,0.052,0.014,2.5,0.02
San Pablo Bay,Shell Martinez Refinery,Y 2,Q4 2013,11/7/2013,7.04,7.67,6.433,4.533,5.7,3.8,0.71,0.023,2.9,,0.13,0.092,0.02,2.3,0.044
San Pablo Bay,Shell Martinez Refinery,Y 2,Q4 2013,12/12/2013,6.21,7.1,4.49,4.79,1.8,2.1,2.5,0.19,0.75,,0.029,0.018,0.014,2,0.018
San Pablo Bay,Shell Martinez Refinery,Y 2,Q1 2014,1/10/2014,5.37,5.36,6.87,5.87,4.2,3.2,2.3,0.37,1.8,,0.41,0.028,0.009,26,0.21
San Pablo Bay,Shell Martinez Refinery,Y 2,Q1 2014,2/7/2014,6.16,8.83,16.74,16.04,2.5,1.8,14,0.24,2.1,,0.067,0.036,0.093,2,0.052
San Pablo Bay,Shell Martinez Refinery,Y 2,Q1 2014,2/11/2014,6.62,6.81,6.3,6.4,2,2.1,4.1,0.2,0.59,,0.07,0.041,0.007,2,0.029
San Pablo Bay,Shell Martinez Refinery,Y 2,Q1 2014,2/28/2014,6.81,4.63,4.081,2.181,2.6,0.7,1.4,0.081,1.3,,0.07,0.008,0.039,2,0.027
San Pablo Bay,Shell Martinez Refinery,Y 2,Q1 2014,3/14/2014,6.26,4.83,7.137,7.537,2.5,2.9,4.6,0.037,1.1,,0.038,0.023,0.006,2,0.008
San Pablo Bay,Shell Martinez Refinery,Y 2,Q2 2014,4/3/2014,7.63,5.9,8.84,8.54,1.8,1.5,6.8,0.24,0.33,,0.044,0.031,0.006,2,0.006
San Pablo Bay,Shell Martinez Refinery,Y 2,Q2 2014,5/6/2014,5.84,3.63,9.128,9.128,3.3,3.3,5.8,0.028,1.6,,0.063,0.035,0.006,2,0.014
San Pablo Bay,Shell Martinez Refinery,Y 2,Q2 2014,6/19/2014,5.82,3.18,10.247,10.247,4.1,4.1,6.1,0.047,1.7,,0.074,0.038,0.006,2,0.009
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q3 2012,7/10/2012,85.7,114.8,11.88,11.98,1,1.1,10.8,0.08,0.5,,0.31,0.25,0.2,1.8,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q3 2012,7/24/2012,83.2,113.1,14.9,14.7,1.1,0.9,13.7,0.1,0.5,0.08,0.3,0.26,0.22,1.8,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q3 2012,8/9/2012,81.1,116.2,9.2,9,1.2,1,7.9,0.1,0.4,,0.31,0.33,0.23,1.5,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q3 2012,8/23/2012,88,115.9,14.1,14.1,1.2,1.2,12.8,0.1,0.5,0.05,0.34,0.32,0.23,1.7,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q3 2012,9/19/2012,80.8,113.9,14,13.6,1.4,1,12.5,0.1,0.5,,0.33,0.26,0.21,1.8,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q3 2012,9/26/2012,91.8,120.4,13.88,13.58,1.3,1,12.5,0.08,0.5,0.08,0.31,0.27,0.23,1.2,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,10/1/2012,90.8,114.8,11.02,10.72,1.4,1.1,9.5,0.09,0.4,,0.31,0.27,0.23,1.5,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,10/15/2012,93,123.1,12.71,12.51,1.6,1.4,11,0.11,0.5,0.07,0.4,0.35,0.27,2,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,11/7/2012,90.6,119.1,14.31,14.11,1.4,1.2,12.7,0.21,0.5,,0.29,0.22,0.16,1.9,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,11/18/2012,102,139.8,14.86,14.26,3.5,2.9,10.3,1.06,1.9,,0.84,0.76,0.71,2.1,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,11/27/2012,95.4,130.4,14.34,14.04,2.2,1.9,10.9,1.24,1.1,0.09,0.41,0.34,0.33,2.2,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,12/4/2012,111.1,152.4,17.38,17.08,3.1,2.8,11.6,2.68,1.3,,1.7,1.3,1.5,2.1,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q4 2012,12/17/2012,101.9,126.9,15.66,15.16,2.7,2.2,10.7,2.26,1.3,0.06,1.5,1.4,1,2.4,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,1/3/2013,104,132.4,18.74,18.24,2.3,1.8,15.9,0.54,0.7,,2.1,2.1,2,2.5,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,1/16/2013,97.7,127.4,16.51,16.21,1.2,0.9,15.2,0.11,0.4,0.09,2.8,2.7,2.5,2.5,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,2/4/2013,99.5,134.8,17.13,15.93,2.6,1.4,14.2,0.33,0.7,,2.5,2.5,2.6,3.6,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,2/19/2013,102,138.7,13.77,13.27,1.8,1.3,11.7,0.27,0.6,0.06,0.49,0.41,0.32,2.7,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,3/5/2013,95.4,125.3,17.95,17.65,1.8,1.5,15.8,0.35,0.9,,1.2,1.1,0.85,2.7,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,3/6/2013,100.6,131.6,18.4,17.8,2.9,2.3,15.1,0.4,1.1,,2.2,2,2.7,2.9,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q1 2013,3/19/2013,96,130.4,15.45,15.15,1.8,1.5,13.3,0.35,0.7,0.1,1.5,1.5,1,2.9,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q2 2013,4/5/2013,90.9,129.5,14.25,13.95,2.1,1.8,11.8,0.35,1,,0.52,0.42,0.32,2,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q2 2013,4/18/2013,82.8,121.6,15.17,14.57,2,1.4,12.7,0.47,0.9,0.04,1.1,1.1,0.98,2.3,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q2 2013,5/8/2013,87.8,123.5,16.17,15.47,3.7,3,11.9,0.57,2,,0.29,0.25,0.17,1.6,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q2 2013,5/22/2013,86.5,120.6,14.99,14.59,1.7,1.3,13.1,0.19,0.7,0.06,0.58,0.5,0.56,1.7,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q2 2013,6/3/2013,88.2,112.3,14.22,13.92,2.3,2,11.4,0.52,0.9,,0.39,0.33,0.24,1.3,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 1,Q2 2013,6/17/2013,86.7,119.6,14,13.7,1.3,1,12.6,0.1,0.5,0.01,0.51,0.49,0.43,0.8,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 2,Q3 2013,7/2/2013,77.8,101.2,14.69,14.29,1.4,1,13.2,0.09,0.5,,0.66,0.65,0.68,1.4,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 2,Q3 2013,7/16/2013,78.8,109.1,13.4,13.2,1.5,1.3,11.8,0.1,0.5,,0.25,0.23,0.14,0.6,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 2,Q3 2013,8/8/2013,81.4,111.9,13.81,13.51,1.3,1,12.4,0.11,0.5,,0.31,0.3,0.2,0.9,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 2,Q3 2013,8/22/2013,83.4,111.4,14.16,13.96,1.4,1.2,12.7,0.06,0.5,,0.82,0.81,0.83,0.9,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 2,Q3 2013,9/4/2013,80.1,106.7,14.61,14.21,1.8,1.4,12.7,0.11,0.5,,0.33,0.3,0.24,0.8,
Lower South Bay,San Jose/Santa Clara Water Pollution Control Plant,Y 2,Q3 2013,9/18/2013,85,116.8,14.67,14.07,2,1.4,12.5,0.17,0.53,,1.7,0.41,0.4,0.7,
